movie_name,release_year,type,category,mood,ratings,poster_url
ABCD 2,2015,Movie,Indian,Empowered,tmdb:5.7,https://image.tmdb.org/t/p/w500/f7kAxvE8VXpOmeZZooPHkxhg3i0.jpg
Swatantra Veer Savarkar,2023,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/7npv7PcG4DyQLlGiF8VyOX3pJqZ.jpg
Breast Tax,2018,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/bEeV6z3UNVkAVsXjHTl0PK1WJ8e.jpg
Journey Beyond Three Seas,1957,Movie,Indian,Empowered,tmdb:6.8,https://image.tmdb.org/t/p/w500/lCghZ4Ib3uyCfiALTaBZMnFFq9u.jpg
Dance Dance,1987,Movie,Indian,Empowered,tmdb:6.3,https://image.tmdb.org/t/p/w500/k4bPDJ6Ru6rVEBqz9IypX2XkjuW.jpg
Dushman Zamana,1992,Movie,Indian,Empowered,tmdb:2.0,https://image.tmdb.org/t/p/w500/i8yw66c1lCejZ222JjxNK3sBVvV.jpg
Zulmi,1999,Movie,Indian,Empowered,tmdb:8.3,https://image.tmdb.org/t/p/w500/vA3lwh3EfSLzfMcOvI4gQyCDlD.jpg
Andaz,1971,Movie,Indian,Empowered,tmdb:6.0,https://image.tmdb.org/t/p/w500/tReE32ErIsArbHBOOd0QIi7JzZh.jpg
Do Kaliyan,1968,Movie,Indian,Empowered,tmdb:4.0,https://image.tmdb.org/t/p/w500/hAotyyZJq0gliE97LfGcRthYERP.jpg
Bombay Boys,1998,Movie,Indian,Empowered,tmdb:6.5,https://image.tmdb.org/t/p/w500/1S2H4c2jtkPGEARENWrJdKSJo6p.jpg
Chaloo Movie,2011,Movie,Indian,Empowered,tmdb:6.5,https://image.tmdb.org/t/p/w500/2gT3nGbv93jNhZKS2MuQz7aI0cM.jpg
Nazrana,1987,Movie,Indian,Empowered,tmdb:10.0,https://image.tmdb.org/t/p/w500/yH5lvf6pNfRCSF0EkwEyNxtvxGJ.jpg
Sher Singh Raana,2023,Movie,Indian,Empowered,tmdb:0.0,
Dil-E-Nadaan,1982,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/cCOHeWj3uN6xXzNujCiNklIovKu.jpg
Chitralekha,1964,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/e9Y5c9MpbqsXCiv82Ad1yAtd0E5.jpg
The Delhi Files,2022,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/h5HarxBz6FZ8XX0VTTzyYKm7IqI.jpg
Khilaaf,1991,Movie,Indian,Empowered,tmdb:9.0,https://image.tmdb.org/t/p/w500/5HKHcNTEihqcyKgcaiMlch3diTh.jpg
My Birthday Song,2018,Movie,Indian,Empowered,tmdb:5.5,https://image.tmdb.org/t/p/w500/2Yb3m0xxJnhWMI2WWRwiLRdJPaH.jpg
Sher Shivaji,1987,Movie,Indian,Empowered,tmdb:7.5,https://image.tmdb.org/t/p/w500/gXKN0NfBUh7tJLvEq61I1ZPjtGS.jpg
Gully Boy: Live In Concert,2019,Movie,Indian,Empowered,tmdb:6.8,https://image.tmdb.org/t/p/w500/jZRTMZESWlLqeg5JxdHz8bXlG7p.jpg
Topless,2005,Movie,Indian,Empowered,tmdb:9.0,
Pearl of the Desert,2019,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/zNlWdfdgbeltF8dAUSJRQAyT3Kr.jpg
Pathar Ke Insan,1990,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/tUfMaNopLw0cRkBzkmzO5gq0f4h.jpg
The Vaccine War,2023,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/c32E9DBgZVCuTmAxD0TzzbUA8xr.jpg
Ek Chitthi Pyar Bhari,1985,Movie,Indian,Empowered,tmdb:7.3,https://image.tmdb.org/t/p/w500/u3HW56aEe63cypCVghY1589DZAn.jpg
Khiladi,1968,Movie,Indian,Empowered,tmdb:0.0,
Kamlabai,1992,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/sKE44AoWGt0OT2ZsYlOs4QelOWF.jpg
Gaddaar,1973,Movie,Indian,Empowered,tmdb:9.5,https://image.tmdb.org/t/p/w500/ojOb0ecfMH0bulyZaM4bkCQGNKs.jpg
Paththar,1985,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/uwCIhpKOTSD9XjUk48q3zJUAWTI.jpg
Bhakta Surdas,1942,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/mfSxJOpLyMBnJk4PIVhYOW17XVI.jpg
In Search of Bidesia,2019,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/gU7wpcgJGa69bO1HgImbs1HE2cz.jpg
Jeevan Daata,1991,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/rnznhhQ3qLvLXDXFgDWMcTp598g.jpg
Judgement of Allah,1935,Movie,Indian,Empowered,tmdb:0.0,
Prayas,1999,Movie,Indian,Empowered,tmdb:0.0,
Rizwan,2020,Movie,Indian,Empowered,tmdb:7.0,https://image.tmdb.org/t/p/w500/8faeUEm0htBZg90GGQmfN9sjBKz.jpg
Kaise Kahoon Ke Pyaar Hai,2003,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/iHZOfeT497359VknNr9YlkwIjnc.jpg
Queen of Cinema,1925,Movie,Indian,Empowered,tmdb:0.0,
Cute Kameena,2016,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/aMZ1eDl1Ebd0MhulzWkZDTItlcx.jpg
Hum Intezaar Karenge,1989,Movie,Indian,Empowered,tmdb:10.0,https://image.tmdb.org/t/p/w500/tzeTXF3qDQiWJpq8dIFbeOUnR88.jpg
Six Years of Freedom,1953,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/v0QT4n0tH6jaF5Cs5Q2b1rxnQzU.jpg
Main Mulayam Singh Yadav,2021,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/iFm7hASVbwSaoixzoaBqnVVQJvz.jpg
Kabhi Yun Bhi Toh Ho,2014,Movie,Indian,Empowered,tmdb:4.0,https://image.tmdb.org/t/p/w500/3Ci8DFw87k2S4FnrkAlS2QC1Dul.jpg
Rakhi,1962,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/t7hj0MAXoZO1cKLR2ljGaLMmc27.jpg
Police Aur Mujrim,1992,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/tUMo8GsXfNeMLn6yCDKIu4yxZTe.jpg
Realm of Sound,1954,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/pfWoub7JY332I4RMAA4ijClGJp4.jpg
Goonga Pehelwan,2014,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/lTbFZlzFU8RFy4ikgaoin9re5Cp.jpg
Anna,2016,Movie,Indian,Empowered,tmdb:5.0,https://image.tmdb.org/t/p/w500/vDAin062HYDvJUVEoZArNa6aLBO.jpg
Najma,1943,Movie,Indian,Empowered,tmdb:4.0,https://image.tmdb.org/t/p/w500/eohzPYDRwIbDvTVzGD8W4VgzjLe.jpg
Prem Mayee,2012,Movie,Indian,Empowered,tmdb:0.0,https://image.tmdb.org/t/p/w500/8ArkNIjZULu264z4QMPUyehbGEn.jpg
The Butterfly Effect,2004,Movie,English,Empowered,tmdb:7.6,https://image.tmdb.org/t/p/w500/l3ad5yv0Nn91zYPgeCjTvut2Nqg.jpg
Fabrizio De André: Principe libero,2018,Movie,English,Empowered,tmdb:7.4,https://image.tmdb.org/t/p/w500/vPBLQRH0k05xiV6ciblrUBkRFbH.jpg
Star Trek: First Contact,1996,Movie,English,Empowered,tmdb:7.3,https://image.tmdb.org/t/p/w500/vrC1lkTktFQ4AqBfqf4PXoDDLcw.jpg
Stargate: Continuum,2008,Movie,English,Empowered,tmdb:7.1,https://image.tmdb.org/t/p/w500/aP22JTw7or68WwqwFu1Bwrg66Ev.jpg
The Vikings,1958,Movie,English,Empowered,tmdb:7.1,https://image.tmdb.org/t/p/w500/rm5idrQxHUh5XDDMU47uKVusQo0.jpg
Homefront,2013,Movie,English,Empowered,tmdb:6.9,https://image.tmdb.org/t/p/w500/v55tfjL3QGeabkXAMXPb4olwjL0.jpg
Kon-Tiki,2012,Movie,English,Empowered,tmdb:6.9,https://image.tmdb.org/t/p/w500/fpaChXpqpDnbCx0acszHBT4v4H0.jpg
Flight Crew,2016,Movie,English,Empowered,tmdb:6.9,https://image.tmdb.org/t/p/w500/nL1WhzLiD2nZ7ixQcp5K0z4eEB7.jpg
Ambulance,2022,Movie,English,Empowered,tmdb:6.7,https://image.tmdb.org/t/p/w500/kuxjMVuc3VTD7p42TZpJNsSrM1V.jpg
The Mask of Zorro,1998,Movie,English,Empowered,tmdb:6.5,https://image.tmdb.org/t/p/w500/QBxafkXiqUadYWsVZGhi8qyPT6.jpg
Smoke & Mirrors,2016,Movie,English,Empowered,tmdb:6.4,https://image.tmdb.org/t/p/w500/zzUMz6XnEEbYvkDPrBORdcDYQ62.jpg
Dragon Blade,2015,Movie,English,Empowered,tmdb:6.4,https://image.tmdb.org/t/p/w500/suTAWYLIHAnkH2V4nC8t3AG7HjR.jpg
Hancock,2008,Movie,English,Empowered,tmdb:6.3,https://image.tmdb.org/t/p/w500/7DyuV2G0hLEqHeueDfOqhZ2DVut.jpg
Morbius,2022,Movie,English,Empowered,tmdb:6.2,https://image.tmdb.org/t/p/w500/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg
Pacific Rim: Uprising,2018,Movie,English,Empowered,tmdb:6.1,https://image.tmdb.org/t/p/w500/qh3LRJG0ddJPe6Q7SqMJhBWxGHu.jpg
American Outlaws,2001,Movie,English,Empowered,tmdb:6.1,https://image.tmdb.org/t/p/w500/bfHkHstHIBpDAokujviWZw3mL8M.jpg
Ong Bak 3,2010,Movie,English,Empowered,tmdb:6.0,https://image.tmdb.org/t/p/w500/sIVrOJVeLqPz9NwNa0e4FpqJCWK.jpg
Doomsday,2008,Movie,English,Empowered,tmdb:6.0,https://image.tmdb.org/t/p/w500/cKUmTyXgmhv8cMRCY9RYTKcAeTn.jpg
Hollow Man,2000,Movie,English,Empowered,tmdb:5.9,https://image.tmdb.org/t/p/w500/nAasMJGaytKKsMGbrXJr0g8OufK.jpg
I Still See You,2018,Movie,English,Thrilling,tmdb:6.6,https://image.tmdb.org/t/p/w500/9fqzZs922V8OmwgO11Eqclof2mQ.jpg
Yakeen,2005,Movie,Indian,Thrilling,tmdb:4.6,https://image.tmdb.org/t/p/w500/v5EheBhPNfEk6jrVvI2UhZqU3p.jpg
X-Men: The Last Stand,2006,Movie,English,Thrilling,tmdb:6.4,https://image.tmdb.org/t/p/w500/7RSSkRpwvkNN5iKO8zACtBA0KhQ.jpg
Dark Rose: The Name of Fear,2022,Movie,Indian,Thrilling,tmdb:0.0,https://image.tmdb.org/t/p/w500/cZtWhmqJ6Z7tgFAPlarNOIQClcj.jpg
The Delta Force,1986,Movie,English,Thrilling,tmdb:5.9,https://image.tmdb.org/t/p/w500/lW94s7xxkdOzYcueaqGJwcVVvjt.jpg
The 39 Steps,1935,Movie,English,Thrilling,tmdb:7.4,https://image.tmdb.org/t/p/w500/yRnl3nTtKVTIBcLHHyXrrXPZWVS.jpg
Verdict,2019,Movie,Indian,Thrilling,tmdb:0.0,https://image.tmdb.org/t/p/w500/rwSSeo9Zgfl6C73jhcY30oX3kzI.jpg
Death Note: The Last Name,2006,Movie,Japanese,Thrilling,tmdb:7.0,https://image.tmdb.org/t/p/w500/wd0Ri3v8tyRdWuA5PRS2rODOlIa.jpg
Star Trek V: The Final Frontier,1989,Movie,English,Thrilling,tmdb:5.7,https://image.tmdb.org/t/p/w500/uiXr41VLYsuug3CZbFrKLSNahuZ.jpg
London Has Fallen,2016,Movie,English,Thrilling,tmdb:6.2,https://image.tmdb.org/t/p/w500/korY0GInEJThWEm23MRmErQ3GqT.jpg
Faraaz,2023,Movie,Indian,Thrilling,tmdb:4.8,https://image.tmdb.org/t/p/w500/zm44m39czUrFME5p6O0owMz7z6D.jpg
In the Shadow of Iris,2016,Movie,English,Thrilling,tmdb:5.9,https://image.tmdb.org/t/p/w500/tzVLPSoLfs0U3JHeGW5RKvsRAO.jpg
Hummingbird,2013,Movie,English,Thrilling,tmdb:6.2,https://image.tmdb.org/t/p/w500/bN2aGUOxHRwGms68WTDr2MHzkKa.jpg
Red Lights,2012,Movie,English,Thrilling,tmdb:6.2,https://image.tmdb.org/t/p/w500/sukxYMaUTNizM7bcEJ4YeH80e8h.jpg
Maximum Risk,1996,Movie,English,Thrilling,tmdb:5.6,https://image.tmdb.org/t/p/w500/18HVWwyLihWJPzGpSVl3omRRMyL.jpg
Under Siege 2: Dark Territory,1995,Movie,English,Thrilling,tmdb:5.8,https://image.tmdb.org/t/p/w500/gElwFCQTbSK5hdK0PVyia547nst.jpg
The Specialist,1994,Movie,English,Thrilling,tmdb:5.9,https://image.tmdb.org/t/p/w500/9CVAjtkSaFs9FyddGfThj11ZuQq.jpg
Meri Adalat,1984,Movie,Indian,Thrilling,tmdb:0.0,
Paradise Hills,2019,Movie,English,Thrilling,tmdb:6.0,https://image.tmdb.org/t/p/w500/6DX7aKXh6ZT7W7dBZCn1c4tOBFp.jpg
Shadow Dancer,2012,Movie,English,Thrilling,tmdb:5.9,https://image.tmdb.org/t/p/w500/ihkceEMJK4XtHXgw97ggsrE3ExP.jpg
Warrior Savitri,2016,Movie,Indian,Thrilling,tmdb:2.5,https://image.tmdb.org/t/p/w500/lyNeae14whzHELtqXTWJGJPrnnh.jpg
Mysteries Shaque,2004,Movie,Indian,Thrilling,tmdb:0.0,
Fantastic Four: Rise of the Silver Surfer,2007,Movie,English,Thrilling,tmdb:5.6,https://image.tmdb.org/t/p/w500/9wRfzTcMyyzkQxVDqBHv8RwuZOv.jpg
Aag Aandhi Aur Toofan,1994,Movie,Indian,Thrilling,tmdb:0.0,https://image.tmdb.org/t/p/w500/y3xyQhoylU0ifAlEQwL86nPhZIG.jpg
Angels & Demons,2009,Movie,English,Thrilling,tmdb:6.7,https://image.tmdb.org/t/p/w500/uRBapeuwV8yy4in4BkETHBDmWkH.jpg
Karan Arjun,1995,Movie,Indian,Thrilling,tmdb:6.7,https://image.tmdb.org/t/p/w500/uYhjsC9gCKhxiG2enkCJgdLOXjB.jpg
Voyagers,2021,Movie,English,Thrilling,tmdb:6.0,https://image.tmdb.org/t/p/w500/gn2vCmWO7jQBBto9SYuBHYZARaU.jpg
Four Pillars of Basement,2015,Movie,Indian,Thrilling,tmdb:10.0,
Mrs. Serial Killer,2020,Movie,Indian,Thrilling,tmdb:6.4,https://image.tmdb.org/t/p/w500/4qogeMcCcqilL2PGUUY7KbrpWsj.jpg
The Patriot,1998,Movie,English,Thrilling,tmdb:5.8,https://image.tmdb.org/t/p/w500/5lmW1yBXAHkOc533wRDEqp3jlCV.jpg
Fox,2009,Movie,Indian,Thrilling,tmdb:5.3,https://image.tmdb.org/t/p/w500/cddhNK23HaP85IOc6TE3Zp7A389.jpg
Europa Report,2013,Movie,English,Thrilling,tmdb:6.3,https://image.tmdb.org/t/p/w500/tbsfaBjiAW5vfrV06R8KCOzVOYy.jpg
Chalta Purza,1977,Movie,Indian,Thrilling,tmdb:10.0,https://image.tmdb.org/t/p/w500/l91XbXTaOicZcJ5SDgpY9Bvx4XT.jpg
The Ones Below,2016,Movie,English,Thrilling,tmdb:5.9,https://image.tmdb.org/t/p/w500/vEWYRhI1Q3AcrnS9MB5zoogo69c.jpg
Bright,2017,Movie,English,Thrilling,tmdb:6.2,https://image.tmdb.org/t/p/w500/whkT53Sv2vKAUiknQ13pqcWaPXB.jpg
Troll,2022,Movie,English,Thrilling,tmdb:6.8,https://image.tmdb.org/t/p/w500/9z4jRr43JdtU66P0iy8h18OyLql.jpg
The Hunt for Red October,1990,Movie,English,Thrilling,tmdb:7.4,https://image.tmdb.org/t/p/w500/yVl7zidse4KiWtGMqHFtZCx4X3N.jpg
The Extraordinary Adventures of Adèle Blanc-Sec,2010,Movie,English,Thrilling,tmdb:6.1,https://image.tmdb.org/t/p/w500/1nYv7H0XJFgrJ5LewGlyNDvjqdq.jpg
Echelon Conspiracy,2009,Movie,English,Thrilling,tmdb:6.3,https://image.tmdb.org/t/p/w500/eQgT8kdjWJots3dX5Xy11le2vHk.jpg
Beyond a Reasonable Doubt,2009,Movie,English,Thrilling,tmdb:5.7,https://image.tmdb.org/t/p/w500/uZvWmX3fhjnlIbiou5ziR6aVN7b.jpg
Blink,2018,Movie,Indian,Thrilling,tmdb:0.0,https://image.tmdb.org/t/p/w500/7i8R4VAEmrUEY6caF13f7hYcHzz.jpg
The Imaginarium of Doctor Parnassus,2009,Movie,English,Thrilling,tmdb:6.4,https://image.tmdb.org/t/p/w500/frkXs6OkFWxbn4RyykVUnYiD64W.jpg
Fareb,1996,Movie,Indian,Thrilling,tmdb:1.0,https://image.tmdb.org/t/p/w500/iZsjnKgs3vwrYSK6hSOGXEYED5L.jpg
The Day of the Jackal,1973,Movie,English,Thrilling,tmdb:7.5,https://image.tmdb.org/t/p/w500/vThgcb3JOj99yETg8WChuci4LV2.jpg
The Desperate Hour,2021,Movie,English,Thrilling,tmdb:6.1,https://image.tmdb.org/t/p/w500/u6Pg9eTklhg6Aa7kXaxrfdE1Chi.jpg
UFO,2018,Movie,English,Thrilling,tmdb:7.0,https://image.tmdb.org/t/p/w500/jdy1GTdaAXqhsCVOpIXokifYdCh.jpg
Vadh,2002,Movie,Indian,Thrilling,tmdb:8.0,https://image.tmdb.org/t/p/w500/wkd1gkp8JIndTA2CNo1vJXobws4.jpg
Ganapath,2023,Movie,Indian,Thrilling,tmdb:0.0,https://image.tmdb.org/t/p/w500/u6EFuMKcLIIOKhmWghY9vuaZdfW.jpg
The Last Days,2013,Movie,English,Thrilling,tmdb:6.0,https://image.tmdb.org/t/p/w500/iRKybTUmEy3ZHS2o2ZDUCGyRAAn.jpg
Grand Isle,2019,Movie,English,Thrilling,tmdb:5.5,https://image.tmdb.org/t/p/w500/8mcXb3km7hZ8aJKpxxgnvvxt9gW.jpg
Mohra,1994,Movie,Indian,Thrilling,tmdb:6.6,https://image.tmdb.org/t/p/w500/nWAptaCNiTIJtv9cYqfF5E7qm0I.jpg
Planet of the Apes,2001,Movie,English,Thrilling,tmdb:5.7,https://image.tmdb.org/t/p/w500/2IZcJHsTugOdyg0Y8ejj4CM2X3a.jpg
Cube,1997,Movie,English,Thrilling,tmdb:6.8,https://image.tmdb.org/t/p/w500/iNwm6fpDqQ4WjwhYI8EW6LPklod.jpg
On Her Majesty's Secret Service,1969,Movie,English,Thrilling,tmdb:6.6,https://image.tmdb.org/t/p/w500/yVzJLLhBwuWJBR9BYEMurShu2WT.jpg
The Hard Corps,2006,Movie,English,Thrilling,tmdb:6.1,https://image.tmdb.org/t/p/w500/jrFtbuUMDMnJtlSVg5DWHFhMMGp.jpg
The Numbers Station,2013,Movie,English,Thrilling,tmdb:5.5,https://image.tmdb.org/t/p/w500/bcpaJ2JYM2WKzzuRUAB869uMWnK.jpg
Race 2,2013,Movie,Indian,Thrilling,tmdb:5.6,https://image.tmdb.org/t/p/w500/980kT9TVullzQ4GDK8LvO61ZTcr.jpg
Trauma Center,2019,Movie,English,Thrilling,tmdb:5.6,https://image.tmdb.org/t/p/w500/8K73wvCTBA3XKgZTtOZWgENUnis.jpg
2048: Nowhere to Run,2017,Movie,English,Thrilling,tmdb:6.8,https://image.tmdb.org/t/p/w500/1z8Lph4DctAtkY7ZIxbklJc1rdH.jpg
The Arrival,1996,Movie,English,Thrilling,tmdb:6.0,https://image.tmdb.org/t/p/w500/7ARbqk8SqABU8QqANvpJCpMQ5nj.jpg
Star Trek: The Motion Picture,1979,Movie,English,Thrilling,tmdb:6.5,https://image.tmdb.org/t/p/w500/wfiAfNwH6CMKxz4vRaW8CPTabtk.jpg
Star Trek: Nemesis,2002,Movie,English,Thrilling,tmdb:6.3,https://image.tmdb.org/t/p/w500/cldAwhvBmOv9jrd3bXWuqRHoXyq.jpg
Frequency,2000,Movie,English,Thrilling,tmdb:7.2,https://image.tmdb.org/t/p/w500/aFuw2yow5Og0e2M7uEHQtpS5GPz.jpg
Erased,2012,Movie,English,Thrilling,tmdb:6.0,https://image.tmdb.org/t/p/w500/m9pUIC2lp40KvDxdiCRP7PFjXYs.jpg
Death Note,2006,Movie,Japanese,Thrilling,tmdb:7.0,https://image.tmdb.org/t/p/w500/97nEMqXvr5STlFuhACmL8xSrH8f.jpg
Kaun? Kaisey?,1983,Movie,Indian,Thrilling,tmdb:8.0,https://image.tmdb.org/t/p/w500/h6PdOynVlj7eRQu6saknrMoAWVg.jpg
Fighter,2024,Movie,Indian,Thrilling,tmdb:0.0,https://image.tmdb.org/t/p/w500/4NCqoeJHGtYfX03Br7JldEEPZdH.jpg
Raat Aur Din,1967,Movie,Indian,Thrilling,tmdb:5.5,https://image.tmdb.org/t/p/w500/71OVdlfhkLLQLdJb6dxFET59elT.jpg
The Pale Blue Eye,2022,Movie,English,Thrilling,tmdb:7.0,https://image.tmdb.org/t/p/w500/9xkGlFRqrN8btTLU0KQvOfn2PHr.jpg
Apartment,2010,Movie,Indian,Thrilling,tmdb:4.3,https://image.tmdb.org/t/p/w500/nicgZqvRWCVUlDZo77qAXMY9Jwe.jpg
65,2023,Movie,English,Thrilling,tmdb:6.3,https://image.tmdb.org/t/p/w500/rzRb63TldOKdKydCvWJM8B6EkPM.jpg
Black Rose,2021,Movie,Indian,Thrilling,tmdb:0.0,https://image.tmdb.org/t/p/w500/ii7nSUU8wjac2WO72BrZhtKwJRJ.jpg
Safe House,2012,Movie,English,Thrilling,tmdb:6.4,https://image.tmdb.org/t/p/w500/7SYBPjv5ywF6cI4BSFFtlDyChT2.jpg
Yeh Saali Zindagi,2011,Movie,Indian,Thrilling,tmdb:5.3,https://image.tmdb.org/t/p/w500/bbJ8UP16wjesxRo4l0oksoMqDm8.jpg
The Girl in the Spider's Web,2018,Movie,English,Thrilling,tmdb:6.1,https://image.tmdb.org/t/p/w500/w4ibr8R702DCjwYniry1D1XwQXj.jpg
Dishkiyaoon,2014,Movie,Indian,Thrilling,tmdb:3.6,https://image.tmdb.org/t/p/w500/jsKD1GWFtzQD7dJzQ7MvLmxMpGr.jpg
The Maze Runner,2014,Movie,English,Thrilling,tmdb:7.2,https://image.tmdb.org/t/p/w500/ode14q7WtDugFDp78fo9lCsmay9.jpg
Three Days of the Condor,1975,Movie,English,Thrilling,tmdb:7.3,https://image.tmdb.org/t/p/w500/zinwtZqdb7gnc4zMu8dfkK1fMN3.jpg
Qatl,1986,Movie,Indian,Thrilling,tmdb:7.0,https://image.tmdb.org/t/p/w500/srVIG2DTqCZ9vQyYL9mTLHvP3s1.jpg
Black Water,2018,Movie,English,Thrilling,tmdb:5.6,https://image.tmdb.org/t/p/w500/tIcZAB5AmRN8fIDXfDZ2aUok9qa.jpg
Criminal,1995,Movie,Indian,Thrilling,tmdb:0.0,https://image.tmdb.org/t/p/w500/p9U0sdi5tv1rIuu98eXHP5OQcHW.jpg
Jurassic World,2015,Movie,English,Thrilling,tmdb:6.7,https://image.tmdb.org/t/p/w500/A0LZHXUzo5C60Oahvt7VxvwuzHw.jpg
Asha and Jyoti,1984,Movie,Indian,Thrilling,tmdb:0.0,https://image.tmdb.org/t/p/w500/ez9KG1K4ZABq6A9N5uILi7H1L1B.jpg
Teesri Aankh,1982,Movie,Indian,Thrilling,tmdb:4.8,https://image.tmdb.org/t/p/w500/1bvbxTBPU5ClIwXLc1PIwiXkHFG.jpg
The Box,2009,Movie,English,Thrilling,tmdb:5.6,https://image.tmdb.org/t/p/w500/xMAmOu6xl4CsstixcuecBle9krd.jpg
Zameen,2003,Movie,Indian,Thrilling,tmdb:6.3,https://image.tmdb.org/t/p/w500/jAKO0Rk0Vqm1Mabi6tpFTY202hz.jpg
Sky Captain and the World of Tomorrow,2004,Movie,English,Thrilling,tmdb:5.8,https://image.tmdb.org/t/p/w500/ceW9Zi43hEQPdxkPkohVCcG1CuT.jpg
I Am Mother,2019,Movie,English,Thrilling,tmdb:6.7,https://image.tmdb.org/t/p/w500/b3jWxwWRFqvNDJTvBcmKJVHnzKK.jpg
Pathaan,2023,Movie,Indian,Thrilling,tmdb:6.7,https://image.tmdb.org/t/p/w500/m1b9toKYyCujHuLoXB5GSDunO9e.jpg
Jism 2,2012,Movie,Indian,Thrilling,tmdb:4.4,https://image.tmdb.org/t/p/w500/wQzx3Pw5WrBpxiWIg02Gu2FlsfU.jpg
The Substitute,1996,Movie,English,Thrilling,tmdb:6.8,https://image.tmdb.org/t/p/w500/jlhe2SKWqW3F7BEQl3sOkgXLtkW.jpg
Khuda Haafiz,2020,Movie,Indian,Thrilling,tmdb:6.8,https://image.tmdb.org/t/p/w500/4Glh9LgdsmlQxhUUKnCROHWdrsU.jpg
The Blackout,2019,Movie,English,Thrilling,tmdb:6.4,https://image.tmdb.org/t/p/w500/avl9MEQhtvokNnzoWepkmHBZ2ss.jpg
Main Hoon Qatil Jaadugarni,2001,Movie,Indian,Thrilling,tmdb:0.0,https://image.tmdb.org/t/p/w500/2e5k8sHH7cUgaUpZZHzLLolju7M.jpg
Pepper Chicken,2020,Movie,Indian,Thrilling,tmdb:0.0,https://image.tmdb.org/t/p/w500/7vJBmkhDLFKZXcVuqgpHQNK7RTJ.jpg
Kriti,2016,Movie,Indian,Thrilling,tmdb:7.3,https://image.tmdb.org/t/p/w500/bdmuzl6tsoqjbiFODH3f3DWIG97.jpg
Telephone,1985,Movie,Indian,Thrilling,tmdb:0.0,https://image.tmdb.org/t/p/w500/fqtMJONCX8U2lYWfRgCpv6Inf2z.jpg
Mere Aagosh Mein,2000,Movie,Indian,Thrilling,tmdb:2.0,https://image.tmdb.org/t/p/w500/c9mn9stebA1IdXSZnKVQBc1dhK4.jpg
Vicky Velingkar,2019,Movie,Indian,Thrilling,tmdb:0.0,https://image.tmdb.org/t/p/w500/fksUsh37dXBWOV0mCgvR74CidsO.jpg
The Vanishing of Sarah Miles,2022,Movie,Indian,Thrilling,tmdb:0.0,https://image.tmdb.org/t/p/w500/xYGfBvPAxOFGrfJuQePnZi6WQu6.jpg
Westworld,1973,Movie,English,High-Energy,tmdb:6.8,https://image.tmdb.org/t/p/w500/qNt29HzxwZ4jGTgSRxdA34ino9Q.jpg
Main Hoon Jadugar,1965,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/r1nDTjGjFjLrhmfYYA52vhx32NO.jpg
Saazish,1975,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/tgssia9oOuPdqMXP4xIrISLxKrA.jpg
Iron Man,2008,Movie,English,High-Energy,tmdb:7.6,https://image.tmdb.org/t/p/w500/78lPtwv72eTNqFW9COBYI0dWDJa.jpg
Teenmoti,1995,Movie,Indian,High-Energy,tmdb:0.0,
Tarzan and the Magical Lamp,1966,Movie,Indian,High-Energy,tmdb:0.0,
Inquilaab,1984,Movie,Indian,High-Energy,tmdb:4.7,https://image.tmdb.org/t/p/w500/zgIevokLhAEQ6B0YWN0msF2QBdZ.jpg
RX Suri,2015,Movie,Indian,High-Energy,tmdb:0.0,https://image.tmdb.org/t/p/w500/s1m48lEZoDswqNvz8U0XY7yDfOi.jpg
Blackthorn,2011,Movie,English,High-Energy,tmdb:6.6,https://image.tmdb.org/t/p/w500/3QtOCerjSPkS9fo8IBwDr7qAwoj.jpg
